관리_건축물대장_PK,관리_상위_건축물대장_PK,새주소_지상지하_코드,주소,동명칭,호_명,층_구분_코드_x,층_구분_코드_y,층_번호,면적
11710-100209441,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,L-5099,지상,40.0,0,6.99
11710-100209428,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,L-5042,지상,10.0,2,7.3
11710-100209406,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,Y-5092,지상,20.0,2,5.36
11710-100209286,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,Y-5097,지상,20.0,0,34.12
11710-100209435,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,L-5105,지상,10.0,1,1.59
11710-100209436,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,L-5104,지상,10.0,2,6.04
11710-100209420,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,F-5005,지상,20.0,0,36.64
11710-100209440,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,L-5100,지상,10.0,2,5.92
11710-100209439,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,L-5101,지상,10.0,1,1.55
11710-100209438,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,L-5102,지상,20.0,2,1.55
11710-100209111,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,T-5077,지상,20.0,0,39.74
11710-100209600,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,T-5102,지상,10.0,1,290.91
11710-100209477,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,F-3084,지상,20.0,1,26.18
11710-100209476,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,Y-3001,지상,20.0,1,27.39
11710-100209429,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,L-5111,지상,40.0,0,7.95
11710-100209430,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,L-5110,지상,20.0,2,1.55
11710-100209416,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,Y-5027,지상,20.0,0,51.69
11710-100209417,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,F-5008,지상,20.0,0,41.71
11710-100209226,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,T-3144,지상,20.0,0,34.12
11710-100209418,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,F-5007,지상,20.0,0,42.57
11710-100209431,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,L-5109,지상,10.0,1,1.55
11710-100209432,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,L-5108,지상,10.0,2,5.92
11710-100209433,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,L-5107,지상,40.0,0,8.12
11710-100209596,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,T-5106,지상,20.0,1,106.66
11710-100209597,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,T-5105,지상,40.0,0,167.724
11710-100209598,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,T-5104,지상,40.0,0,167.724
11710-100209419,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,F-5006,지상,20.0,0,41.73
11710-100209354,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,Y-3007,지상,20.0,2,1.58
11710-100209353,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,Y-3008,지상,40.0,0,8.12
11710-100209352,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,Y-3009,지상,10.0,2,5.92
11710-100209351,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,Y-3010,지상,10.0,1,1.55
11710-100209350,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,Y-3011,지상,20.0,2,1.55
11710-100209426,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,T-5036,지상,20.0,2,1.94
11710-100209172,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,Y-3081,지상,20.0,1,3.08
11710-100209349,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,Y-3012,지상,40.0,0,7.95
11710-100209348,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,Y-3013,지상,10.0,2,7.3
11710-100209347,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,Y-3014,지상,10.0,1,1.9
11710-100209173,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,Y-3080,지상,40.0,0,1.14
11710-100209546,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,F-3046,지상,20.0,2,5.36
11710-100209346,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,Y-3015,지상,20.0,2,1.94
11710-100209345,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,Y-3018,지상,40.0,0,9.88
11710-100209434,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,L-5106,지상,20.0,2,1.58
11710-100209021,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,L-3057,지상,20.0,0,57.33
11710-100209396,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,T-3082,지상,20.0,2,57.96
11710-100209444,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,L-5096,지상,10.0,2,5.2
11710-100209443,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,L-5097,지상,10.0,1,1.36
11710-100209442,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,L-5098,지상,20.0,2,1.36
11710-100209427,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,T-5030,지상,10.0,1,1.9
11710-100209437,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,L-5103,지상,40.0,0,7.96
11710-100209156,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,Y-3098,지상,20.0,1,10.5
11710-100209425,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,T-5097,지상,40.0,0,9.88
11710-100210456,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,F-B1018,지하,20.0,1,25.41
11710-100210724,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,T-2118,지상,20.0,0,11.09
11710-100210716,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,T-2056,지상,20.0,0,24.67
11710-100210702,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,Y-2083,지상,20.0,0,27.84
11710-100210710,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,F-2005,지상,40.0,0,9.77
11710-100210670,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,L-B2073,지하,10.0,1,17.01
11710-100210669,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,L-B2074,지하,10.0,1,0.92
11710-100210668,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,L-B2075,지하,10.0,1,8.06
11710-100210667,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,L-B2076,지하,10.0,1,20.56
11710-100210666,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,L-B2077,지하,10.0,1,1.11
11710-100210665,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,L-B2078,지하,10.0,1,9.74
11710-100210543,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,L-B2016,지하,10.0,1,57.71
11710-100210644,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,F-B2075,지하,20.0,1,37.92
11710-100210647,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,F-B2072,지하,10.0,1,73.24
11710-100210648,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,F-B2071,지하,10.0,1,60.59
11710-100210505,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,T-2109,지상,20.0,2,59.7
11710-100210506,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,T-2108,지상,20.0,0,42.19
11710-100210656,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,L-B2087,지하,10.0,1,0.58
11710-100210655,11710-100206053,지상,서울특별시 송파구 충민로 66,가든파이브라이프,L-B2088,지하,10.0,1,10.64
11500-100198055,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-310호,지상,20.0,1,3.97
11680-35820,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,703호,지상,10.0,1,0.59
11680-35819,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,702호,지상,10.0,1,2.76
11680-35818,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,1603호,지상,10.0,4,1.21
11680-35816,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,3002호,지상,10.0,0,63.28
11680-35815,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,2807호,지상,10.0,0,157.73
11680-35773,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,2606호,지상,20.0,0,93.79
11680-35779,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,2806호,지상,10.0,3,28.14
11680-35778,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,2716호,지상,10.0,1,0.34
11680-35777,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,2713호,지상,10.0,1,1.57
11680-35776,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,2706호,지상,10.0,4,0.7
11680-35775,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,2613호,지상,10.0,5,10.61
11680-35774,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,2612호,지상,20.0,0,33.02
11680-35794,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,1816호,지상,10.0,0,213.31
11680-35793,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,1702호,지상,10.0,3,30.68
11680-35792,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,15호,지하,10.0,1,0.37
11680-35791,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,11호,지하,10.0,1,1.72
11680-35790,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,3211호,지상,10.0,4,0.76
11680-35789,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,3209호,지상,10.0,5,11.58
11680-35788,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,3208호,지상,10.0,0,42.75
11680-35787,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,3116호,지상,10.0,0,95.52
11680-35772,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,2513호,지상,10.0,3,8.47
11680-35771,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,2505호,지상,10.0,1,0.1
11680-35770,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,2409호,지상,10.0,1,0.47
11680-35767,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,2313호,지상,20.0,0,9.95
11680-35766,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,2305호,지상,20.0,0,28.26
11680-35769,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,2407호,지상,10.0,4,0.21
11680-35768,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,2403호,지상,10.0,5,3.2
11680-35765,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,2215호,지상,10.0,3,5.97
11680-35764,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,2209호,지상,10.0,1,0.07
11680-35763,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,2202호,지상,10.0,1,0.34
11680-35762,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,2110호,지상,10.0,4,0.15
11680-35761,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,2102호,지상,10.0,5,2.25
11680-35760,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,2013호,지상,20.0,0,7.0
11680-35759,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,2005호,지상,20.0,0,19.89
11680-35758,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,1914호,지상,10.0,3,73.67
11680-35757,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,1907호,지상,10.0,1,0.88
11680-35756,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,1820호,지상,10.0,1,4.14
11680-35755,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,1813호,지상,10.0,4,1.82
11680-35807,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,1919호,지상,10.0,3,72.17
11680-35806,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,1902호,지상,10.0,1,0.86
11680-35805,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,401호,지상,10.0,1,4.06
11680-35804,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,4-3호,지하,10.0,4,1.79
11680-35803,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,14-4호,지하,10.0,5,27.22
11680-35802,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,14-1호,지하,10.0,0,93.12
11680-35801,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,3018호,지상,10.0,0,232.12
11680-35800,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,3001호,지상,10.0,3,68.52
11680-35799,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,2708호,지상,10.0,1,0.82
11680-35798,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,2602호,지상,10.0,1,3.85
11680-35795,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,2018호,지상,10.0,0,95.47
11680-35797,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,2317호,지상,10.0,4,1.69
11680-35796,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,2211호,지상,10.0,5,25.85
11680-35785,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,3013호,지상,10.0,1,0.67
11680-35784,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,3008호,지상,10.0,1,3.17
11680-35783,11680-2169,지상,서울특별시 강남구 언주로30길 13,대림아크로텔,3006호,지상,10.0,4,1.39
